Blue_Pick_1,Blue_Pick_2,Blue_Pick_3,Blue_Pick_4,Blue_Pick_5,Red_Pick_1,Red_Pick_2,Red_Pick_3,Red_Pick_4,Red_Pick_5,Blue_Win
Zaahen,DrMundo,Zilean,Sivir,Leblanc,Nasus,Viego,Ryze,Ezreal,Lux,1
Sett,MasterYi,Katarina,Jhin,Elise,Garen,Nidalee,Yasuo,Caitlyn,Milio,1
Akali,Ornn,Yasuo,Ezreal,Pantheon,Mordekaiser,Naafiri,Mel,Kaisa,Soraka,1
Teemo,Rengar,Syndra,Jhin,Bard,Warwick,Gwen,Yasuo,Veigar,Milio,1
Azir,Elise,Naafiri,Twitch,Zilean,Urgot,Gwen,Viktor,Smolder,Milio,0
Malphite,Gwen,Zed,Yunara,Milio,Yasuo,Zac,Chogath,Kaisa,Nami,1
Aatrox,Gwen,Katarina,Kaisa,Yuumi,Yorick,Kayn,Hwei,Jhin,Karma,1
Vladimir,Gwen,Fizz,Caitlyn,Soraka,Darius,MonkeyKing,Sylas,Sivir,KogMaw,1
Jax,Viego,Orianna,Jhin,Leona,Garen,Gwen,AurelionSol,Ezreal,Yuumi,1
Kayle,Volibear,Syndra,Samira,Brand,Gnar,Gwen,Ryze,Jhin,Milio,1
Ambessa,Zac,Ahri,Ashe,Pyke,KSante,Gwen,Yasuo,Ezreal,Yuumi,0
Irelia,Gwen,Ahri,Kaisa,Yuumi,Gangplank,Viego,Lux,Caitlyn,JarvanIV,1
Fiora,Gwen,Mel,Twitch,Yuumi,Teemo,LeeSin,Fizz,Jhin,Bard,1
Jax,RekSai,Diana,Kaisa,Nami,Kennen,Gwen,Akshan,Ashe,Soraka,0
Irelia,Gwen,Yasuo,Jinx,Yuumi,Yone,Viego,Diana,Smolder,Janna,1
Aatrox,Gwen,Ziggs,Caitlyn,Milio,Vayne,RekSai,Morgana,Draven,Janna,0
Kayn,FiddleSticks,Lissandra,Vayne,Lulu,Sett,Gwen,Syndra,Ashe,Milio,0
Chogath,Gwen,Ryze,Sivir,Yuumi,Irelia,LeeSin,Sylas,Zeri,Karma,1
Vladimir,Hecarim,Akali,Caitlyn,Brand,Aatrox,Gwen,Azir,Kaisa,Milio,1
Vladimir,Udyr,Seraphine,Yunara,Rell,Aatrox,Gwen,Irelia,Draven,Yuumi,1
Fiora,Gwen,Cassiopeia,Smolder,Milio,Vladimir,MasterYi,Aatrox,Sivir,Sona,1
Warwick,Gwen,AurelionSol,Twitch,Milio,KSante,Viego,Mel,Ashe,Neeko,1
Warwick,Gwen,Orianna,Yunara,Milio,Kayn,Morgana,Veigar,Jinx,Nami,0
Garen,Qiyana,Orianna,Jhin,Bard,Tryndamere,Gwen,KogMaw,Sivir,Janna,1
Quinn,Volibear,Zed,Caitlyn,Soraka,Ornn,Hecarim,Hwei,Twitch,Yuumi,1
Quinn,Vi,Galio,Kaisa,Yuumi,Pantheon,Elise,Akshan,Yasuo,Soraka,0
Jayce,XinZhao,Hwei,Ashe,Rell,Aurora,Trundle,JarvanIV,Zeri,Yuumi,0
Teemo,Sylas,Zed,Twitch,Yuumi,Ambessa,Vi,Lissandra,Corki,Pyke,1
Jax,Viego,Vladimir,Lucian,Swain,Kennen,Gwen,Talon,Ashe,Milio,0
Jax,Volibear,Jayce,Karthus,Senna,Mordekaiser,Gwen,Naafiri,Caitlyn,Milio,0
Camille,Gwen,Chogath,Sivir,Zilean,Singed,Udyr,Mel,Smolder,Neeko,0
Cassiopeia,Skarner,Yone,Nilah,Milio,Garen,Gwen,Kassadin,Vayne,Janna,0
Ryze,Shaco,Ahri,MissFortune,Alistar,Darius,Teemo,Aurora,Vayne,Soraka,1
Sett,Jax,Chogath,Jhin,Janna,Singed,Diana,Quinn,Kaisa,Milio,1
Zac,Shaco,Syndra,Caitlyn,Milio,Garen,Lillia,Fizz,Vayne,Nami,0
Warwick,MasterYi,Leblanc,Vayne,Milio,Irelia,Viego,Vex,Tristana,Lulu,1
Aatrox,Diana,Taliyah,Caitlyn,Zilean,Sion,Shaco,Anivia,Vayne,Soraka,1
Garen,Rengar,Fizz,Kaisa,Braum,Ambessa,Skarner,Sylas,Twitch,Yuumi,0
Aatrox,Shaco,Orianna,Veigar,Leona,Singed,RekSai,Aurora,Twitch,Yuumi,0
Fiora,Zac,Zed,Ezreal,Nami,Jax,Talon,Ryze,Twitch,Yuumi,1
Vladimir,LeeSin,Zed,Kaisa,Taric,Kled,Zac,Ekko,Twitch,Yuumi,1
Fiora,JarvanIV,Sylas,Draven,Yuumi,Riven,Diana,Akali,Smolder,Anivia,0
Sion,Qiyana,Velkoz,Ezreal,Karma,Darius,Zed,Diana,Twitch,Yuumi,1
Pantheon,Zed,Hwei,Kaisa,Blitzcrank,Cassiopeia,Skarner,Morgana,Twitch,Yuumi,1
DrMundo,Zed,Morgana,Varus,Milio,Aatrox,Qiyana,Akali,Twitch,Yuumi,0
Yasuo,Ivern,Ryze,Kaisa,Blitzcrank,Malphite,Rengar,Sylas,Twitch,Yuumi,1
Maokai,MasterYi,Yasuo,Kaisa,Rakan,Garen,Briar,Katarina,Lucian,Yuumi,0
Darius,Qiyana,Zilean,Lucian,Yuumi,Galio,Sylas,Velkoz,Kaisa,Lulu,1
Ornn,Elise,Orianna,Yunara,Yuumi,Akali,Khazix,Garen,Smolder,Milio,0
Shen,Sylas,Velkoz,Jinx,Pyke,Jax,Graves,Anivia,Zeri,Yuumi,1
MasterYi,Zed,Swain,Twitch,Yuumi,Cassiopeia,Diana,Yasuo,Kaisa,Alistar,0
Malphite,Ekko,Illaoi,Samira,Pyke,Cassiopeia,MasterYi,Mel,Twitch,Yuumi,1
Skarner,Amumu,Jayce,Twitch,Yuumi,Yasuo,Zac,Qiyana,Seraphine,Nautilus,0
Urgot,Talon,Lissandra,Caitlyn,Milio,Sion,Diana,Yone,Twitch,Yuumi,0
TahmKench,Qiyana,Xerath,Lucian,Yuumi,Chogath,RekSai,Syndra,Jinx,Milio,0
Illaoi,Graves,Orianna,Smolder,Yuumi,Sion,Udyr,Fizz,Lucian,Nami,0
Ornn,Warwick,Azir,Smolder,Yuumi,Shen,Talon,Lissandra,Jinx,TahmKench,1
Jayce,Briar,Ryze,Tristana,Braum,Sion,Teemo,Lux,Lucian,Yuumi,1
Singed,LeeSin,Varus,Ashe,Maokai,Yone,Rengar,Mel,Vayne,Yuumi,1
Illaoi,Riven,Sylas,Lucian,Yuumi,Poppy,Nasus,Smolder,Ziggs,Zilean,0
Jax,Belveth,Orianna,Lucian,Yuumi,KSante,Khazix,Katarina,Kaisa,Janna,1
Darius,Elise,Sylas,Yunara,Malzahar,Syndra,Khazix,Morgana,Lucian,Yuumi,1
Ambessa,Vi,Hwei,Aphelios,Nautilus,Renekton,Talon,Ryze,Lucian,Yuumi,1
Darius,Sejuani,Diana,Yasuo,Yuumi,Riven,Gwen,Swain,Ashe,Gragas,0
Garen,LeeSin,Vex,Yasuo,Yuumi,Darius,Nunu,Velkoz,Jhin,Leona,0
Sion,JarvanIV,Ahri,Vayne,Karma,Gwen,LeeSin,Taliyah,Draven,Yuumi,0
Fiora,XinZhao,Ryze,Twitch,Milio,Darius,Ekko,Qiyana,Xayah,Karma,1
Yone,Shyvana,Yasuo,Sivir,Alistar,Ornn,FiddleSticks,Akshan,Twitch,Yuumi,1
Ambessa,JarvanIV,Orianna,Yunara,Senna,Jax,Nunu,Yasuo,Twitch,Yuumi,0
Gnar,Ambessa,Akali,Twitch,Yuumi,Garen,JarvanIV,Ekko,Draven,Alistar,0
Garen,Nidalee,Hwei,Draven,Yuumi,Volibear,Zed,Syndra,Samira,Nautilus,0
Garen,Viego,Vex,Kaisa,Thresh,Poppy,Ekko,Orianna,Twitch,Yuumi,0
Singed,Kayn,Diana,Ashe,Milio,Riven,Zac,Taliyah,Tristana,Janna,0
Ambessa,XinZhao,Kassadin,Zeri,Yuumi,LeeSin,Morgana,Yone,Vayne,Nami,1
Yasuo,Nocturne,Aurora,Yunara,Lux,Warwick,Shaco,Katarina,Tristana,Yuumi,0
Yone,Naafiri,Malzahar,Tristana,Yuumi,Renekton,JarvanIV,Viktor,Twitch,Pyke,1
Pantheon,Briar,Aurora,Yunara,Leona,Chogath,Hecarim,Viktor,Tristana,Yuumi,1
Irelia,Nocturne,AurelionSol,Yunara,Sona,Yasuo,Viego,Ryze,Tristana,Yuumi,1
Camille,Viego,Malzahar,Sivir,Alistar,Vladimir,Nocturne,Ryze,Tristana,Yuumi,0
Camille,JarvanIV,Sylas,Yunara,Taric,Darius,Nocturne,Gragas,Sivir,Yuumi,0
Ambessa,Amumu,Azir,Yunara,Soraka,Yone,JarvanIV,Viktor,Tristana,Yuumi,0
Camille,Trundle,Lissandra,Tristana,Yuumi,MasterYi,Zed,Nasus,Jinx,Poppy,1
Malphite,Nunu,Aurora,Tristana,Yuumi,Aatrox,Volibear,Leblanc,Caitlyn,Soraka,1
Shen,MonkeyKing,Malzahar,Twitch,Nami,Cassiopeia,JarvanIV,Leblanc,Tristana,Yuumi,0
Sett,LeeSin,Zac,Tristana,Yuumi,Aatrox,Belveth,Viktor,Twitch,Milio,1
Rumble,Viego,Yone,Tristana,Yuumi,Pantheon,Khazix,Diana,KogMaw,Nami,1
Ambessa,Lillia,Ahri,Tristana,Yuumi,Renekton,DrMundo,Qiyana,MissFortune,Rell,0
Tryndamere,Karthus,Varus,Tristana,Yuumi,Nasus,Ekko,Mel,Vayne,Milio,1
Aatrox,Nocturne,Orianna,Yunara,Karma,Malphite,Pantheon,Anivia,Lucian,Yuumi,0
Garen,Diana,Syndra,Tristana,Yuumi,Darius,LeeSin,Azir,Yunara,Nautilus,1
Tryndamere,Udyr,Sylas,Tristana,Yuumi,Riven,Diana,Yasuo,Jhin,Thresh,1
Mordekaiser,Ekko,Kled,Tristana,Yuumi,Vladimir,Belveth,Talon,Yunara,Xerath,0
Zed,Hecarim,Viktor,Tristana,Yuumi,Shen,Kayn,Ekko,Xayah,Pyke,1
TahmKench,Nidalee,Akali,Yunara,Sona,Sett,MasterYi,Zoe,Tristana,Yuumi,1
Ambessa,RekSai,Viktor,Twitch,Nami,Vayne,Diana,Azir,Tristana,Yuumi,0
Renekton,Lillia,Naafiri,Tristana,Yuumi,Sett,Udyr,Ahri,Ezreal,Lulu,0
Twitch,Kayn,Zed,Yunara,Lulu,Aatrox,Udyr,Aurora,Tristana,Yuumi,0
Nasus,Nunu,Mel,Nilah,Sona,Pantheon,Amumu,Sylas,Tristana,Yuumi,0
Renekton,Viego,Ryze,Caitlyn,Nami,Gnar,Rengar,TwistedFate,Tristana,Yuumi,1
Camille,RekSai,Viktor,Tristana,Yuumi,Mordekaiser,MasterYi,Vladimir,Ashe,Lulu,1
Vayne,Udyr,AurelionSol,Xayah,Nautilus,Sett,Shyvana,Leblanc,Jinx,Soraka,1
Sejuani,LeeSin,Veigar,Lucian,Yuumi,Fiora,Shaco,Hwei,Ashe,Bard,0
Rumble,Shyvana,Jayce,Jinx,Sona,Yasuo,RekSai,Ekko,Lucian,Yuumi,1
Zaahen,Hecarim,Diana,Lucian,Yuumi,Sett,Aatrox,Sylas,Ashe,Janna,1
Sett,LeeSin,Singed,Lucian,Yuumi,Yunara,FiddleSticks,Ryze,Caitlyn,Velkoz,1
Chogath,RekSai,Hwei,Twitch,Thresh,Sejuani,Talon,Syndra,Lucian,Yuumi,1
Yasuo,Elise,Galio,Lucian,Yuumi,Cassiopeia,Naafiri,Mel,Yunara,Rakan,1
Kennen,Talon,Velkoz,Caitlyn,Bard,Tryndamere,Hecarim,Orianna,Lucian,Yuumi,1
Vladimir,Viego,Azir,Lucian,Yuumi,Zaahen,Naafiri,Mel,Corki,Rakan,0
Ambessa,Nunu,Mel,Ashe,Karma,Irelia,Skarner,Swain,Lucian,Yuumi,0
Urgot,Nidalee,Nasus,Tristana,Nautilus,Vayne,Jayce,Katarina,Lucian,Nami,1
Taliyah,Nidalee,Naafiri,Ashe,Janna,Akali,Hecarim,Zed,Lucian,Yuumi,0
Fiora,Gwen,Katarina,Kaisa,Nautilus,Singed,Rengar,Galio,Lucian,Yuumi,1
Zaahen,Rengar,Singed,Kaisa,Senna,Rumble,Skarner,Hwei,Nilah,Yuumi,1
Sejuani,Naafiri,Lissandra,Lucian,Yuumi,Zaahen,Ambessa,Ahri,Kalista,Leblanc,0
Sett,Karthus,Katarina,Lucian,Yuumi,Vayne,Elise,Sylas,Aphelios,Velkoz,1
Darius,Ambessa,Kassadin,Jhin,Milio,Illaoi,JarvanIV,Ahri,Lucian,Yuumi,1
Cassiopeia,XinZhao,Ornn,Lucian,Yuumi,Gwen,Zed,Akshan,MissFortune,Nautilus,0
Jax,Belveth,Chogath,MissFortune,Nautilus,Vayne,Ambessa,Karma,Lucian,Yuumi,0
Vladimir,Jayce,Ahri,Lucian,Yuumi,Ambessa,JarvanIV,Smolder,Ashe,Braum,0
Jayce,Rengar,Lux,Lucian,Yuumi,KSante,Nunu,Zoe,Samira,Blitzcrank,1
Kennen,Rengar,Fizz,Naafiri,Janna,Malphite,Elise,Akshan,Lucian,Yuumi,0
Irelia,Sylas,Kassadin,Lucian,Yuumi,Nasus,Ekko,Nunu,Ashe,Camille,1
Camille,Nunu,Aurora,Yunara,Sona,DrMundo,JarvanIV,Sylas,Lucian,Yuumi,0
Sejuani,RekSai,Ekko,Lucian,Yuumi,Aatrox,Talon,Malzahar,KogMaw,Renata,1
Zoe,RekSai,Ekko,Lucian,Yuumi,Yone,Nunu,Qiyana,Hwei,Nami,1
Renekton,Nidalee,Tristana,Corki,Bard,Swain,Naafiri,Vladimir,Lucian,Yuumi,0
Jayce,Ekko,Leblanc,Lucian,Yuumi,Chogath,Khazix,Akali,Kaisa,Nautilus,1
Jayce,Shen,Ahri,Lucian,Yuumi,Mordekaiser,Zed,Ekko,Tristana,Bard,0
Garen,Nunu,Azir,Lucian,Yuumi,Taliyah,Sylas,Yone,Corki,Zilean,1
Zaahen,Ambessa,Sylas,Lucian,Yuumi,Darius,LeeSin,Kayle,Corki,Bard,0
Fiora,Rengar,Cassiopeia,Tristana,Ivern,Sett,Zac,Zed,Lucian,Yuumi,0
Ornn,Hecarim,Malzahar,Lucian,Yuumi,Quinn,Ambessa,Azir,Yasuo,Sona,1
Yorick,XinZhao,Katarina,Lucian,Nami,Gangplank,Aatrox,Lissandra,Zeri,Lulu,0
Malphite,Taliyah,Yasuo,Ashe,Leona,Vladimir,MasterYi,Shen,Yunara,Lulu,0
Malphite,Sylas,Diana,Lucian,Nami,Aatrox,Qiyana,Mel,Ezreal,Yuumi,1
Taric,Sylas,Azir,Tristana,Lulu,Rumble,Qiyana,Diana,Lucian,Nami,1
Kayle,Shaco,Ekko,Lucian,Yuumi,Gangplank,Viego,Kassadin,Ashe,Nautilus,1
Swain,Evelynn,Jayce,Caitlyn,Poppy,Illaoi,LeeSin,Sylas,Lucian,Yuumi,1
Viktor,LeeSin,Varus,MissFortune,Brand,Urgot,Teemo,Syndra,Lucian,Yuumi,0
Irelia,MasterYi,Vex,Ashe,Rakan,Malphite,Zyra,Lissandra,Lucian,Yuumi,0
Ambessa,Gwen,Varus,Heimerdinger,Rakan,Camille,Naafiri,Orianna,Lucian,Yuumi,1
KSante,Taliyah,Hwei,Lucian,Milio,Poppy,Qiyana,Aurora,Yunara,Yuumi,0
Chogath,Shaco,Mel,Jinx,Nautilus,Gwen,Fizz,Akali,Lucian,Yuumi,1
Illaoi,LeeSin,Neeko,Lucian,Yuumi,Varus,Nunu,Syndra,Caitlyn,Nami,1
Malphite,Graves,Leblanc,Lucian,Yuumi,Sejuani,Diana,Yasuo,Yunara,Nami,0
Zaahen,Rammus,Syndra,Lucian,Yuumi,Jayce,Ivern,Hwei,Jinx,Janna,1
Gragas,RekSai,Yasuo,Lucian,Nami,Jayce,Sylas,Swain,Yunara,Yuumi,1
Zac,Viego,TwistedFate,Kaisa,Rell,Zaahen,Nunu,Ekko,Lucian,Yuumi,1
Naafiri,Sylas,Talon,Twitch,Nami,Tryndamere,Qiyana,Zoe,Lucian,Yuumi,1
Malphite,Viego,Sylas,Corki,Braum,Zaahen,Hecarim,Ryze,Xayah,Yuumi,1
Gangplank,Ekko,Viktor,Jinx,Thresh,KSante,JarvanIV,Orianna,Lucian,Yuumi,1
Kassadin,Aatrox,Nasus,Lucian,Yuumi,Swain,Evelynn,Jayce,KogMaw,Sona,1
Kennen,Udyr,Ryze,MissFortune,Poppy,Jayce,JarvanIV,Diana,Lucian,Yuumi,1
Warwick,MasterYi,Diana,Lucian,Yuumi,Garen,Taliyah,Chogath,Kaisa,Alistar,0
Ambessa,Shaco,Katarina,Aphelios,Poppy,Varus,Karthus,TwistedFate,Lucian,Nami,1
Zaahen,Ambessa,Akali,Sivir,Lux,Fiora,Karthus,Pantheon,Lucian,Yuumi,0
Ambessa,Qiyana,Lissandra,Yunara,Nautilus,Malphite,Talon,Hwei,Lucian,Yuumi,0
Cassiopeia,Ambessa,Kayle,Aphelios,Milio,Olaf,Zac,Viego,Lucian,Yuumi,1
Jayce,Skarner,Malzahar,Lucian,Yuumi,Singed,Rengar,Viktor,MissFortune,Janna,0
Ornn,Ivern,Yasuo,Jhin,Janna,Riven,Sylas,Jayce,Lucian,Yuumi,0
Aatrox,Nidalee,Sylas,Lucian,Yuumi,Riven,Talon,Nasus,Hwei,Rakan,0
Rumble,Ekko,Yone,Lucian,Yuumi,Ambessa,Shaco,Mel,Tristana,Pyke,1
Gragas,Talon,Mel,Lucian,Yuumi,Corki,Udyr,Naafiri,Seraphine,Sona,1
Yasuo,Belveth,Kassadin,Yunara,Elise,Gragas,XinZhao,Tristana,Lucian,Yuumi,1
Jax,Shaco,Swain,Lucian,Yuumi,Heimerdinger,LeeSin,Nautilus,Smolder,Sona,1
KSante,Elise,Jayce,Karthus,Karma,Ambessa,Shaco,Nidalee,Lucian,Yuumi,0
Garen,Jax,Diana,Ashe,Gragas,Darius,Kayn,Kassadin,Lucian,Yuumi,0
Mordekaiser,Aatrox,Ekko,Lucian,Yuumi,Gwen,DrMundo,Leblanc,Akshan,Poppy,0
Karma,Nidalee,Tryndamere,Lucian,Mel,Zaahen,Qiyana,Ryze,Seraphine,Rakan,0
Irelia,Hecarim,Ahri,Jinx,Zilean,Jayce,JarvanIV,Diana,Lucian,Yuumi,1
Jayce,Qiyana,Kennen,Lucian,Yuumi,Mordekaiser,Aatrox,Cassiopeia,Jhin,Lissandra,1
Mordekaiser,Skarner,Velkoz,Lucian,Yuumi,Jayce,FiddleSticks,Ekko,Yunara,Lulu,1
Riven,Skarner,Cassiopeia,Lucian,Yuumi,KSante,Ivern,Zaahen,Jinx,Thresh,1
Darius,Nidalee,Yasuo,Lucian,Yuumi,Riven,Jayce,Akali,Varus,Bard,1
Jax,Viego,Annie,Kalista,Alistar,Yasuo,Sylas,Orianna,Lucian,Yuumi,0
Sion,FiddleSticks,Kassadin,Lucian,Nami,Pantheon,Qiyana,Sylas,Kaisa,Milio,0
Sejuani,Talon,AurelionSol,Lucian,Nami,Yasuo,Nunu,Qiyana,MissFortune,Elise,1
Darius,Vi,Mel,Lucian,Yuumi,Shen,LeeSin,Kayle,Zeri,Seraphine,0
Sion,Nidalee,Viktor,Tristana,Sona,Urgot,Zyra,Mel,Lucian,Yuumi,1
Gwen,Zed,Akali,Kaisa,Alistar,Riven,MonkeyKing,Ryze,Lucian,Yuumi,0
DrMundo,Shaco,Hwei,Tristana,Milio,Riven,Taliyah,Zed,Lucian,Yuumi,1
Gwen,Shaco,Hwei,Lucian,Yuumi,Darius,Talon,Akali,MissFortune,Seraphine,0
Urgot,Sylas,Naafiri,Kaisa,Nautilus,KSante,Lillia,Ryze,Lucian,Yuumi,0
Zaahen,JarvanIV,Akali,Lucian,Yuumi,Aatrox,Qiyana,Kassadin,MissFortune,Seraphine,0
Irelia,JarvanIV,Sylas,Kaisa,Elise,Swain,Gwen,Yone,Lucian,Yuumi,1
Darius,Nidalee,Akali,Lucian,Yuumi,Warwick,Zyra,Orianna,Jhin,Syndra,1
Kalista,Sylas,Taliyah,Samira,Nautilus,Gragas,Jayce,Gangplank,Lucian,Yuumi,0
Zaahen,Jayce,Annie,Jhin,Nami,Malphite,Sylas,Aurora,Lucian,Yuumi,0
Mel,Ornn,Akshan,Lucian,Yuumi,Fiora,XinZhao,Kassadin,Caitlyn,Nidalee,0
Jax,Talon,Kassadin,Yunara,Nautilus,Garen,Karthus,Yone,Lucian,Yuumi,0
Chogath,Aatrox,Malzahar,MissFortune,Rell,Vladimir,Zaahen,Malphite,Lucian,Yuumi,0
Mordekaiser,MonkeyKing,Yasuo,Jhin,Janna,Anivia,Graves,Renekton,Ezreal,Yuumi,1
Fiora,Sylas,Syndra,Sivir,Yuumi,Shen,Kindred,Akali,MissFortune,Neeko,0
Ambessa,Chogath,Morgana,Senna,Milio,Vayne,Zed,Taliyah,Mel,Nami,0
Fiora,Diana,Xerath,Vayne,Yuumi,Jayce,Trundle,Akali,Samira,Maokai,0
Garen,JarvanIV,Kayle,Jhin,Karma,Renekton,Viego,Katarina,Kaisa,Yuumi,0
Quinn,Karthus,Viktor,Smolder,Leona,DrMundo,Hecarim,FiddleSticks,Yunara,Yuumi,0
Zaahen,Zac,Mordekaiser,Draven,Yuumi,Ambessa,Talon,Orianna,Ezreal,Velkoz,1
Irelia,Vi,Yasuo,AurelionSol,Yuumi,Poppy,Viego,Syndra,Tristana,Neeko,0
Illaoi,Gwen,Akshan,Samira,Yuumi,Gnar,Khazix,Taliyah,Zyra,Rell,0
Aurora,MonkeyKing,LeeSin,Kalista,Thresh,RekSai,Jayce,Taliyah,Jhin,Blitzcrank,1
Urgot,LeeSin,Leblanc,Jhin,Neeko,Vladimir,Nocturne,Zed,Viktor,Rakan,1
Gwen,Jayce,Gangplank,Varus,Sona,Rumble,Nunu,Zed,Jhin,Pantheon,0
Vayne,Zed,Sylas,Jhin,Alistar,Malphite,Jayce,Ryze,MissFortune,Rell,0
Zaahen,Aatrox,Ryze,Aphelios,Lulu,TwistedFate,MonkeyKing,Orianna,Yunara,Braum,1
Darius,Riven,Ryze,Kaisa,Neeko,Garen,Sylas,Lissandra,Jhin,Bard,1
Rumble,Qiyana,Zed,Kaisa,Leona,Gragas,Jayce,Mel,Yunara,Pantheon,0
Zaahen,Aatrox,Quinn,Mel,Janna,Varus,Rengar,Akali,AurelionSol,Nautilus,1
Sylas,Qiyana,Yone,Zilean,Rell,Aatrox,LeeSin,Ekko,Kaisa,Pantheon,1
Akali,Hecarim,Ryze,Jhin,Bard,Sylas,Qiyana,Gwen,Ashe,Pyke,0
Zaahen,Nidalee,Yone,Jhin,Karma,Teemo,Hecarim,Sylas,Kaisa,Thresh,1
KSante,RekSai,Syndra,Jhin,Bard,Renekton,LeeSin,Taliyah,Kaisa,Nautilus,0
Aatrox,Ekko,Yone,Ashe,Braum,Zaahen,Riven,Kennen,Kalista,Neeko,1
Zaahen,Ambessa,Chogath,Yunara,Rell,Rumble,Jayce,Ekko,Jinx,Braum,0
Zaahen,Sylas,Zed,Yasuo,Rell,Sion,Aatrox,Cassiopeia,Yunara,Kennen,1
Zaahen,JarvanIV,Orianna,Ezreal,Nautilus,Jax,Nasus,Karma,MissFortune,Leona,0
Camille,Karthus,Akali,Jhin,Thresh,Singed,Talon,Galio,Yunara,Pyke,0
Jayce,Nasus,Mel,Ezreal,Braum,Urgot,Sylas,Viktor,Kalista,Elise,0
Zaahen,RekSai,Ryze,Jhin,Karma,Rumble,Nidalee,Kled,Aphelios,Lulu,0
Mordekaiser,Viego,Ryze,Qiyana,Pantheon,LeeSin,Sylas,Irelia,Yunara,Rakan,0
DrMundo,Jax,Ekko,MissFortune,Pyke,Gnar,Diana,Corki,Yunara,Rell,0
Aatrox,Sylas,Yone,Jhin,Poppy,Darius,Ambessa,Akali,Ziggs,Rakan,1
Fiora,Sylas,Karma,Nilah,Senna,Aatrox,Khazix,Katarina,Chogath,Rell,0
Zaahen,Nocturne,Kayle,MissFortune,Neeko,Jax,Diana,Malzahar,Yunara,Rell,0
Yone,JarvanIV,Katarina,Karthus,Rell,Renekton,Aatrox,Syndra,Sivir,Janna,1
Rumble,Viego,Qiyana,Xayah,Bard,Ambessa,Diana,Akali,Kaisa,Pyke,0
Zaahen,Diana,Qiyana,Jhin,Neeko,Irelia,Zed,Syndra,Kaisa,Rakan,0
Zaahen,Ambessa,Akali,MissFortune,Elise,Yone,Qiyana,Annie,Aphelios,Rell,0
Jayce,Ekko,Irelia,MissFortune,Bard,Shen,Chogath,Quinn,Caitlyn,Lux,0
Rumble,Graves,Ahri,Ashe,Alistar,Zaahen,Ekko,Corki,Yunara,Gragas,0
Aatrox,Sylas,Ekko,Syndra,Poppy,Riven,Malphite,Hwei,Yunara,Alistar,1
Zaahen,Vi,Galio,Jhin,Zilean,Rumble,Ambessa,Orianna,Yunara,Rell,1
Fiora,Nidalee,Taliyah,Twitch,Pantheon,Zaahen,Aatrox,Leblanc,Seraphine,Taric,1
Fiora,Zac,Malzahar,Tristana,Trundle,Gnar,Rengar,Taliyah,Sivir,Rell,0
Renekton,Aatrox,Galio,Xayah,Neeko,Ornn,Sylas,Yasuo,Kaisa,Alistar,1
Gnar,Rengar,Sylas,Lucian,Rell,Jax,LeeSin,Orianna,Yunara,Poppy,1
Zaahen,LeeSin,Orianna,MissFortune,Bard,Irelia,Talon,Ahri,Mel,Elise,0
Shen,DrMundo,Quinn,Ziggs,Alistar,Jayce,Karthus,Varus,Ahri,Pantheon,0
Jayce,Ambessa,Ahri,Mel,Alistar,Rumble,Nocturne,Yone,Jinx,Rell,1
Zaahen,Aatrox,Ahri,Kaisa,Poppy,Camille,Diana,Yasuo,Yunara,Rakan,1
Aurora,Chogath,Sion,Yasuo,Rell,Teemo,DrMundo,Pantheon,Tristana,Alistar,1
Singed,Diana,Yasuo,Kalista,Neeko,Gwen,Qiyana,Zaahen,Tristana,Alistar,0
Zaahen,LeeSin,Syndra,Tristana,Gragas,Irelia,Chogath,Viktor,Jhin,Alistar,1
Zaahen,Nidalee,Karma,MissFortune,Camille,Sylas,Qiyana,Taliyah,Aphelios,Bard,1
Zaahen,Karthus,Taliyah,MissFortune,Amumu,Rumble,DrMundo,Viktor,Aphelios,Pyke,0
Zaahen,Nidalee,Tristana,Yunara,Nautilus,Sylas,Zed,Vladimir,Jhin,Soraka,1
Gwen,Ivern,Irelia,Yunara,Alistar,Urgot,Ambessa,Akali,Tristana,Gragas,1
Gnar,Ambessa,Ekko,Sivir,Poppy,Vayne,Viego,Sylas,Zeri,Neeko,0
Gwen,Zed,Sion,Yunara,Lulu,Jax,Aatrox,Velkoz,Jhin,Bard,0
Zaahen,Ekko,Gragas,Varus,Pyke,Jayce,Viego,Zoe,Taliyah,Janna,0
Ornn,Jayce,Ahri,Jhin,Neeko,Rumble,Rengar,Orianna,Ezreal,Nautilus,1
Zaahen,Diana,Cassiopeia,Ezreal,Rell,Varus,Zac,Yone,Mel,Pantheon,0
Zaahen,Khazix,Mel,Yunara,Pyke,Gwen,DrMundo,Cassiopeia,MissFortune,Zilean,1
Gwen,Jax,Syndra,Yasuo,Alistar,Zaahen,Belveth,Aurora,Karthus,Gragas,1
Zaahen,Diana,Yasuo,Sivir,Gragas,Gwen,Ivern,Renekton,Yunara,Alistar,0
Warwick,Rengar,Morgana,Yunara,Alistar,Zaahen,LeeSin,Malzahar,Sivir,Gragas,0
Kled,Diana,Akali,Yunara,Alistar,Cassiopeia,Ambessa,Quinn,Kaisa,Poppy,0
Fiora,Ambessa,Orianna,Aphelios,Rell,Jax,Diana,Galio,Draven,Poppy,1
Zaahen,Aatrox,Neeko,Malzahar,Bard,Fiora,Ambessa,Cassiopeia,Tristana,Pyke,0
